,accept,event_type,id,label,reject,text,total
79,1,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae106d5e98810ce0920af4a40b34850f974d775f2aeb7b7e2cf984890f5a2312657df9b98e5a45b000df93d6dd4f5056bcd381fc0ab070048e77859476d0b8a97077872ee03ed4e25f0d9de98ad638b9b8e991b5c68aea6fb72_26,difficult no,4,لمعارضة تشعر بأنها حققت نصراً سياسياً بانهيار الحكومة، ومن المرجح ألا توافق على تشكيل حكومة جديدة لأشهر».,5
80,4,PROTEST,e6874d82b9c4d0107c5b7b979ac6c6827be89dc0d1ab0a92ab333edd4ffc89008892bd72663fd8e3b8158415bf18eae0a60649da9b11c30be725857eba19a48fe362800e7fd8f37c797c478a577d3600f814ee2b9a4df0b6e213fc0629d18ed5257c60a75e50b06aee865097e5fa427803757aae9fcd8270900ceae9c257a41f0f58374d6af1ee43_14,yes,0,هل تحرك الجماهير في الاتحاد السوفيتي ولأوروبا الشرقية ضد الأنظمة (الشيوعية) التي كانت عنوان الثورة العالمية تعتبر ثورة ضد الثورة ؟,4
81,1,PROTEST,e6874d82b9c4d010348e7713f3214371c0e9c5443e48b7f78f572ea79ea2e0b4487406ca60fda58e42427899171dd7b8cc036d5a1c7e5caecc0a1909ac4a0267b2cbd4f6e9cafc9da8f698eb0bf2f51497bd360996262c1270560c2b3b66c88189f3c0fcc75bf4819f3fb3bbff089c553e30aeb1f0c56770f0001136e2b9cfa73a073b5cffa5247f_7,difficult no,4,"واكد الشقفة ان تنظيم الاخوان ""اجرى مراجعات كثيرة دفعته للانسحاب من جبهة الخلاص"" التي اسسها النائب السابق للرئيس السوري عبد الحليم خدام ، وقال ""ابان العدوان على غزة وموقف النظام الايجابي الداعم للمقاومة ، علقنا الانشطة وانسحبنا من جبهة الخلاص واوقفنا تحالفاتنا مع المعارضة"".",5
82,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae1885696429489ebf8dc2fda718891b705286a6d733cda5e921a4068ea4a654a7f0802c29dfaea1d009293950242ba6e75a0fa416bcec67d38bca3d11f70e302643b8eca89c6dba234f22d87a5d4410c1642e1f8a7b99ba881_10,easy no,4,وعن المطلوب من المعارضة في هذه التسوية؟,4
83,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038e97dc29c59f13082beb174e2a3ebd8ad232df68904cf75a662ff4696f7b0ea734ae9702b424a8137481117d4669339378371b5ea75e70d67bcf66499a6d9669a37f1ab60bc53e38fe92b58095df945c0cb4b361546c3eb84_16,easy no,3,أما الثورة المصرية، فلا تر?,3
84,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d87079cb2e4560976f37b305d5df76aec8fb64e82097ccbd9a437371f86b027d27c43265c718a6e87c7c3ce87a318fd767c643498d50bf6bedc4f7589db062da72d1516d6a5f3a796a7819e7caf7f18de7d1dad470c144bc88ef82f11d492c7745_10,easy no,6,سعد الحريري، يريد من سيد المختارة، أن يظل على الوفاء لدم الحريري، وأن يستمر في عداد الأكثرية، وان لا يخرج من تحت عباءة الملك عبد الله.,6
85,0,PROTEST,e6874d82b9c4d010b8b7dac04374ea41ec080da22210428e012fd95878a061fd72b2b161787e3733e5ab46c02c7e9d4ba964339f0f6bf259fa2c75641806c8286582f1316601a99a03b8b378e97e96b97c11d6011bb3a2c854bf66e52541990d17e9ab149bb56dbad40e71a954f9280076bc1b521be1e3df5d4137149f342500e969bcd5a51e1449_1,easy no,6,جاء ذلك خلال المباحثات التي أجراها الأسد اليوم مع وزير خارجية إسبانيا  ميغيل أنخيل موراتينوس وشملت تطورات الأوضاع في المنطقة وعملية السلام  المتوقفة وآفاقها المستقبلية.,6
86,4,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038fac0690a6231ebda3a5e16b51dc164c26d3f50b57d5364e4e13d85f06fba8d94539188865a4c60f9e809978d3f79b9c8b6f27fc9e16d8b4fd0351f0918a90b5f14f9c7b773b6633af0fe7bb90d5141cdd75fa83520ef6a64_53,yes,0,ثم رافق قطع الطرق مسيرات سيارة نحو منسقية «المستقبل» في جب جنين حيث احتشد عدد من الشبان.,4
87,2,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae12d820d9a93bf726d86de480894899ff79d8c8744b20c8dd141cd0d64b68baed11aa15b5ba50f778523e886af4b4d2b19e6819f4dff1273ee747efbde25d5bea3e9b3a1a59bf1e2b45d35d042a9ae992f3e46f81d8f75e76b_30,difficult no,2,وما عدا الاسمين المذكورين، فإن بقية أعضاء «اللقاء الديموقراطي»، قد يكونون «مرغمين وليسوا أبطالاً» في تبني خيار المعارضة.,4
88,0,PROTEST,e6874d82b9c4d010348e7713f3214371c0e9c5443e48b7f78f572ea79ea2e0b4487406ca60fda58ed42f4cc714e0beb8d569cbda36af18734f8e99e782d91eb66018af5587f69a8dcb9b193edd61979c78e1a63781a64b44b995851572b0546496fd47dce4911862b202af84e07bc5e5f46114622ed7d42f7abecd74104aea73a7c2ba7528eeaacc_13,easy no,6,من عمان إلى الدوحة   يصل اليوم أعضاء مجلس إدارة اتحاد الكرة إلى جانب كوكبة من المهتمين والداعمين لمسيرة المنتخب الوطني من الإعلاميين والفنانين لحضور المباراة القادمة أمام أوزبكستان حيث ستكون وجهتهم عقب وصولهم مطار الدوحة مقر إقامة وفد المنتخب الكائن بفندق الميلينيوم للإطلاع عن كثب على أوضاع اللاعبين.,6
89,1,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8041a5e95e863b27ed512affa71b6f729266119e03dd6648b5e3689c70c7d855cba26efba4e0e01fb8b554f7c0691632f40664552b704d2995a011dcf8d12e147c2eb65127a1cfb617ebe9a2f022cdaf9711d6dd0216203d2bf1350ffdd66f6ef_14,difficult no,5,صالحي  وبحث صالحي في بغداد مع المسؤولين العراقيين مسألة منظمة «مجاهدي خلق» الإيرانية المعارضة التي يتجمع بع ـ  ـ  ـ ض أنص ـ  ـ  ـ ارها في معسكر «اشرف» في شمال بغ ـ  ـ داد.,6
90,0,PROTEST,e6874d82b9c4d010f200505b08a28a05c3934f80a69b5f5072a65057f2ad4ef0dc88d93bee41b8a505f0c98b0a3c9c881310b1f32bec2f30489184f9bc7bd935c54397814d09d1fd5505bd46d8ad488bb8e1d3f2308380bca1f9ea13c5bcaae29c361b111d3f7a7c20f8ebfb72363109ab1c42b07656e74a52f38c881fd0aa528f25256ce24519ba_12,easy no,5,وفي نهاية المطاف فرض مجلس الأمن وقف إطلاق النار ودعا إلى «نزع سلاح كل المجموعات المسلحة في لبنان» لفرض حظر ضد إعادة تسليح حزب الله ولكي تفرض الحكومة اللبنانية سيطرتها على كامل أراضيها، بهدف القضاء على دولة حزب الله داخل الدولة، وفقاً لرأي الكاتب.,5
91,0,PROTEST,e6874d82b9c4d01045936f7807c8649d2b14f80440ca3e3d57af33a15e0dbac7b16bd4a8f9426783b915194540aca211d9c4eb562346965f78eb4bb5024bb26b1c2a72fc56de4582dd44188aad316c55c0fd8a1b71a744f2076d868060da01ceaab2d26d377592bef53c3cf3dc23cc61ead33b99a3dfb13795fb8f5993e66d585a3d6958a96d7c18_6,easy no,5,"لتكمل مع الرئيس الراحل مسيرة تأسيس سورية الحديثة عبر ثلاثين عاما.""",5
92,1,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae159c094120b1374a2fd26775a9c80dc093e541f89e0f434f4bcbaced954f5a6acc81281ba83cc32656c3248d8f18006877400c80acae8652044119c36f2bfcc8304c67c89d1f67158171f0a67197502882ecaff6c72d166dd_22,difficult no,4,قاعدة وضعتها المعارضة منذ مدّة، لها تبعات ومقتضيات، وردّدتها على مسامع الدبلوماسيين التركي والقطري خلال لقاءاتهما البيروتية: شروط التفاوض تغيّرت... سياسياً وميدانياً.,5
93,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038104834db0c2d24f51f0f7ed8b5efddfd0c383c3f796d28067732eb7bc4270dbff9248afcbd38a0a3ebc65aa4a890902e9ac2c2cee8b84f4572fe5cb7749f4d4a466a7009aeecfd34158a65435dc328bb17b4b8d72fa64a80_5,easy no,4,ودام اللقاء قرابة خمس وعشرين دقيقة، خرج بعدها الرئيس المكلف من دون الإدلاء بأي تصريح.,4
94,1,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d87079cb2e4560976f74a0f553cd76da4e76efb30656b3c9856463a437590f49d018aa8561067f6ed5f569ff3fc2f5d999ed5c0bcf58f337f2155ba03956f2c84f4c141d7bdd142046766cc61226055e991df068766f167e0c40f811c2eebf9fa5_15,difficult no,4,خرجنا بأكثرية نيابية، وقمنا بتسوية مخالفة لنبض الشارع، ثم استقال وزراء 8 آذار... إذا فلتتحمّل الرابية والضاحية المسؤولية».,5
95,0,PROTEST,e6874d82b9c4d010b8b7dac04374ea41ec080da22210428e012fd95878a061fd72b2b161787e3733acbbc7c67923b91343b59362b57ce981f9ca5dd3297a46c2153da33a95c401a006e111bdf897aa2c5d8c7e2cbd339aa70e75175d8bfe4d9066b0d67fa7b8f3007ad9716db6e754bf3027619a2c5e01299cf150cfedd622080ca6331bd4b9bf10_6,easy no,5,وكانت الواحة التي تقام في القاعة الغربية لمركز معارض مطار دبي الدولي  وتستمر فعالياتها حتى 20 فبراير الحالي استقبلت ثلاثة وفود صحفية أخرى  منذ انطلاقها يوم 20 يناير الماضي ضمت صحفيين من دول مجلس التعاون لدول  الخليج العربية ومصر والأردن وسوريا وروسيا ودول أوروبية والصين في إطار  الحملات الإعلامية الترويجية التي ينظمها مكتب مهرجان دبي للتسوق  لفعالياته.,5
96,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae12a7c553bbc97ab65ac1cd00bc33aa101c665506f82e4c75723f6719ebc106012c19377614b12278ccc50aa6dfb742150ac478860aa6cdbad6fa075887c6db722e570cf5c15b75b3dc6c309f6148afd10f256eba0dcd89654_26,easy no,4,وأكدت الصحيفة أن «الإدارة الأميركية تعتبر أن الاستمرار بالقرار الاتهامي، الذي أدى، قبل صدوره، إلى انهيار الحكومة، سيكون كافياً للحصول على الاتهام الفعلي الذي سيخرج «حزب الله» وسوريا من اللعبة».,4
97,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae173f6dfda6dbc89b90ae8df9dd30f8f4fcfe5553c2932751cc6fad9f22f80e67eb65a78a1b98c161c7d7fb508bcf61fd0c7bfc5e1e0be2c37ffc0f2dc476b3386b5c078afdec3853d26953ff9b64d99d22e02168d04f0a1fb_24,easy no,5,فيما لمع اسمه كمخرج في عدد من الكليبات الغنائية في سوريا والعالم العربي.,5
98,2,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae1f20912275ea1763186d97b9e342966868cb9dd53927d75dd3c555e4f35bcde27547f871cef5e60c2f017e1f72fd7d64534661241e1c0b02682eec3e19c2c918867cfb4a22204527948ebb78192fb51d9d860a31161a2352c_26,difficult no,3,في حلق المعارضة، الغصّة التي سبّبها «الانقلاب الجنبلاطي»، ظاهرة للعيان.,5
99,2,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae1d84484a6cc7d07a76e76c2e4666beec847cd435aca1174275ffb6a38551499a7a21189938bd46f8053d91b3b54162a8d2ff3748810dffd871cd5e8c221a478c57be1bf87cb46068e839dec634f9cb365e5025c80c550dd21_23,difficult no,3,كيف لثورة تدعي أنها تمردٌ على الواقع العربي الفاسد أن تبقى ثورة وقد عاشت ونمت بالمال العربي وبعد ذلك الغربي وبات رجالاتها غارقين حتى أذنيهم في الفساد؟,5
100,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8041a5e95e863b27ec5018eaf6b365de25dee9ee5636cbda361315ce5930a9c92882253f511c0391dca6fae78452c086b980c684667cf4be41d4d3839d3673e26ecf69183004301586860ddeb8abe68ee248714d5079278883daedfac9210d44d_3,easy no,6,ويلفت مختار العريضة علي خالد إلى أن «الأهالي في المنطقة فقدوا الأمل في العثور على أبنائهم في البحر»، متحدثاً عن أن «الجميع في البلدة يرجح احتمال اختطافهم».,6
101,2,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d87079cb2e4560976f6ebe8959094ada30485728c91771f15e9ff6c15d99fc6b5514161b28ce35d4edd4ba55faf10721f9b4356f5986801cb4f366af13371199bd7b9fc4e53deb96a55bb6be909efbb9bb66a3a82cb057b6384cb90727be31dce1_16,difficult no,3,وإذا كانت قوى الرابع عشر من آذار، تركت الهامش متاحاً أمام «تقلّبات» حليفها، مستندة إلى جدار «الخصوصيات» التي سمحت له بالقفز بين المحاور، تحت حجّة، الاعتبارات الأقلوية، وامتنعت عن مواجهته بالعلن ومقارعته بالورقة والقلم، رغم سيل شتائمه لمسيحيي 14 آذار وخاصة سمير جعجع و«قواته»، فإن المعارضة، لم تستنفد خياراتها، علّ جنبلاط يستدرك «عواقب انعطافته» الجديدة، فيعود عنها، إلى امتداده الجغرافيّ، الذي كان واحداً من أهم أسباب دخوله «المربّع الأمني» في حارة حريك.,5
102,3,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d87079cb2e4560976f019ac1b54be2c1d0885ea4041612a822e7b6163151a8b3d8026af50305f27f2e441fad78d646d19f44d4b90a06b7c4c636719499197c30387f1b8b58ca7b36fb509b75a1e6c5fdb74092b7e647376b54744fcbbe15a2c9d4_2,difficult no,2,فمن الخوف اليومي الذي وصل إلى أعلى ذراه مع التعبئة الطائفية والمذهبية المتصاعدة التي صاحبت الاحتجاجات، والتي يمكن اعتبار أن الطرق الرئيسية في البقاع الأوسط فضلاً عن المؤسسات الاقتصادية والتجارية هي الضحية الأولى للأزمة السياسية المستفحلة، التي فعلت فعلها مفضية إلى جمود تجاوز كل الحدود، وفاق كل تصور، حتى يمكن القول انه يكاد يكون غير مسبوق، ولو مقارنة بما حصل إبان العدوان الإسرائيلي في تموز 2006.,5
103,0,PROTEST,e6874d82b9c4d010b8b7dac04374ea41ec080da22210428e012fd95878a061fd72b2b161787e37333e7d2925e5d67370793ed7b5d43475b16ea0ba10b0fe95dba57d62d0ea3e43e368794ba1e6e5b6967ea8891a1447e86fce0d2bf587ddeeb99e4eb8a199404f3e61582fc693e121dc4ac6641d3b24bd11cd3f1795c05540a621cdf77d2c391938_18,easy no,4,"أما الندوة الثالثة ستقام في الدار البيضاء خلال الفترة من 10 إلى 13 يوليو القادم ويدور محورها الرئيسي حول "" برامج التطوير   الوطنية للمسرح في البلدان العربية  وتقام الندوة الرابعة في الكويت   خلال الفترة من 11 إلى 14 سبتمبر القادم ويتناول محورها الرئيسي ""   التنمية المسرحية العربية المستدامة "" وتختتم الندوات في الشارقة بندوة   محورها الرئيسي يدور حول ""الملتقى العربي للتنمية المسرحية "" يصدر بعدها   إعلان الشارقة للتنمية المسرحية العربية.",4
104,0,PROTEST,e6874d82b9c4d010b8b7dac04374ea41ec080da22210428e012fd95878a061fd72b2b161787e373367936089829e64a008bf41b44ed1f01f942446a662007c1b85a5df8daf4438f2b546721c444939c449eaff4abde1ca3522bac6dba848f22a187da6ee8f2f60527089c7f5ca93f128356ae8df4768821e8d0d87d76df96c9087e24a393f87b762_3,easy no,5,وقام رئيس الغرفة بعد قص الشريط التقليدي بجولة علي أجنحة الهيئات  ودور النشر والمكتبات المشاركة يرافقه سعادة أحمد خليفة الشامسي النائب  الأول لرئيس مجلس إدارة الغرفة رئيس لجنة المعارض وعدد من أعضاء المجلس  ومسؤولي منطقة الفجيرة التعليمية واستمع إلي شرح حول بعض المعروضات من الكتب والوسائل السمعية والبصرية .,5
105,1,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae183f438257d6acaedeec947f455cb7a1f4fc5c0adae252253840bee3ad68253b3a03f7f8fd734966e173713daad4af4c4d9f62f7b48b7203d409549c3727e71c8b9560cab79a825e2d32b9b8dd5dd59809afb98689f83f3ac_21,difficult no,6,كما تعرض أحد باصات القافلة لحادث كبير في أثناء العودة من معبر رفح، ما أدى إلى إصابة بعض المتضامنين من سوريا ولبنان.,7
106,1,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae13a5d9c580fa889286fe23f0566d09fb385be017b326651a44a2c5c9cbd58dcd65ed537f79fcc51039863153af637674bc0a9723aeb1af30456241674ca940c8d3e76ed130605c290e4d3d235410baebfc278aba41a9bb427_2,difficult no,4,للوهلة الاولى، بدا ان الرئيس الحريري في حديثه الصحافي يرفع المسؤولية عن نفسه وعن فريقه ويعلن يأسه من الانتظار وضيقه من الحصار المفروض عليه وعلى حكومته المعطلة لسبب مصطنع، ويقرر السفر الى نيويورك لكي يضع الامر في عهدة السعودية وملكها ويطلب منها البحث عن بدائل للتسوية، كما يستكشف وجهة نظر الادارة الاميركية التي كانت ولا تزال معارضة أو على الاقل متحفظة على أي مسعى لبناني للمصالحة المجانية مع سوريا، خصوصا أن مثل هذه المصالحة بات ?,5
107,0,PROTEST,e6874d82b9c4d010348e7713f3214371c0e9c5443e48b7f78f572ea79ea2e0b4487406ca60fda58e42427899171dd7b8918c6201ea0e12d2fbd1b1cb6ca24e589e2412213c3dae039e5f94ef3f862787141d562b12fec82da0114893416bd7491724d75299168b47a6ac8cf1da15a5d3b41418ab0a3832b71b692a436599271558a76fbd458fef38_18,easy no,4,"لكن بطل الخليج وقع في فخ المباريات الاولى في البطولات فلم يقدم مستواه الحقيقي وغاب عدد من لاعبيه عن مستواهم وفي طليعتهم فهد العنزي الذي بدا شبحا للذي ارهق المدافعين في ""خليجي ""20 ، فسقط امام منتخب الصين بهدفين نظيفين في مباراة مشهودة شهدت اخطاء تحكيمية فاضحة من الحكم الاسترالي بنجامين وليامس.في الجهة المقابلة ، يقف منتخب اوزبكستان ، الباحث عن اجتياز حاجز الدور ربع النهائي للمرة الاولى في تاريخه الذي يقتصر على اربع مشاركات سابقة فقط ، على اعتاب الدور ربع النهائي بنسبة كبيرة جدا في حال تمكن من تحقيق الفوز.خرجت اوزبكستان من الدور الاول في الامارات عام 1996 ولبنان 2000 ، ووصلت الى ربع النهائي مرتين ايضا في الصين 2004 واندونيسيا ,2007   قدم منتخب اوزبكستان عرضا جيدا في مباراة الافتتاح تحكم فيه بالمجريات في معظم الفترات مستفيدا من المستوى السيىء لاصحاب الارض ، لكنه يدرك ان المهمة قد تكون اصعب امام ""الازرق"" الذي يبحث عن التعويض لان خسارة ثانية تعني خروجه من دائرة المنافسة على احدى بطاقتي المجموعة.",4
108,3,PROTEST,e6874d82b9c4d0107c5b7b979ac6c6827be89dc0d1ab0a92ab333edd4ffc89008892bd72663fd8e312e81f91ed4c88648abc34054b8afee5a6b3f83017be8f0317baff796a26a52fdd11cfeb572e208c2ae4baffbe67e738bc144e65021f37fd3ea378ff367036f161e1d16ee0f64252f74835ca2673f020f5adc2b863a3fb7c12ba77636825344f_2,difficult no,2,ضا تداخل مفهوم الثورة مع الانقلاب العسكري و مع الحرب الأهلية والفوضى والاحتجاجات والانتفاضات الشعبية المطلبية الخ.ما بعد استقلال الدول العربية لم يشهد العالم العربي  باستثناء الحالة الفلسطينية - حراكا شعبيا واسعا لدرجة يجوز فيها توصيفه بالثورة الشعبية إلا ما يجرى اليوم في تونس ومصر.,5
109,2,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038ff532801a7f32b85cdf5f0a5dfe967b1699bc5536314be410bff350bb651fd189c1a2514c8636571d0ade3b2494aee721a1c20bf6319bf087011473b0ab6687dae635d091fba0fb218acd322b916be8485ebcedf5bacb9fc_3,difficult no,3,يخشى كلّ جناح فيها، في أعماق ذاته، من أنّ يكون الخط البياني لمسار «ثورة الأرز» إلى أفول، بعدما استنفد كلّ طاقته التصاعدية.,5
110,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8041a5e95e863b27ec5018eaf6b365de25dee9ee5636cbda361315ce5930a9c92882253f511c0391dca6fae78452c086b980c684667cf4be41d4d3839d3673e26ecf69183004301586860ddeb8abe68ee248714d5079278883daedfac9210d44d_2,easy no,4,وتسود حالة من الحيرة والبلبلة في منطقة السهل، إذ يعتبر الأهالي أنه من المستحيل عدم العثور على أي أثر لهم بعد أسبوع على فقدانهم بينما يغص منزل المفقودين بالأصدقاء والمتضامنين مع العائلتين على مصابهم الأليم.,4
111,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae168a207c7fd27488a14592f3bbe3e6e129c2dac22aaa5380efff6776781513dfa539f8d0474f778399d6b5e7c0431abf7af74422379447ae15a9d48f7a12aa0b1ae35bdc0baa03762df17f62f143b09f9cfdc399c542b4309_23,easy no,5,وتمنعت الأوساط عن كشف طبيعة الخطوات المقبلة التي ستقدم عليها المعارضة في المرحلة المقبلة، لافتة الانتباه إلى أن تحديدها يتوقف على كيفية تعامل قوى 14 آذار مع قرار الاستقالة.,5
112,0,PROTEST,e6874d82b9c4d0107c5b7b979ac6c6827be89dc0d1ab0a92ab333edd4ffc89008892bd72663fd8e3b8158415bf18eae097fa2b3e531fca7b961063fc095d52e8716220b2119fe088b861b0bc218d9ef1b17b9535222fef9023e228f5d51faabde22578fa2c7759c242950e2320bba0b9f14218bdf2b5e3900e4a890d444914b27c2a1ba7e308ed7b_5,easy no,5,وسيركز الملتقى الثقافي التربوي الفلسطينيي الرابع خلال إنعقاده على جملة من المواضيع التربوية والثقافية والعلمية، من بينها الأوضاع الثقافية والتربوية والعلمية في فلسطين، وواقع المؤسسات التربوية والثقافية والمجتمعية في مدينة القدس وما تتعرض له من إعتداءات وإنتهاكات في ظل الإحتلال الإسرائيلي للمدينة، الآثار السلبية الناجمة عن الجدار ومدى تأثيرها على المسيرة التعليمية والتربوية للطلبة في القرى والبلدات الفلسطينية التي عزلها الجدار عن محيطها، قضايا التواصل الثقافي والمعرفي والإجتماعي بين أبناء شعبنا الفلسطيني في الداخل ومخيمات الشتات وآليات تطوير وإستدامته.,5
113,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038ff532801a7f32b85cdf5f0a5dfe967b1be7cb03aea1d40e8258a9725d9574f808dc699844d0f5b0c50880649af77bb32ebc23c6a82d3b2fe7ccda251476b92a10211a0a12bc16b9976e40053dca5284e30d7f88ed464eeb2_3,easy no,5,ـ  وصف النائب السابق محمد عبد الحميد بيضون وثيقة التفاهم بين «حزب الله» و«التيار الوطني الحر» بأنها وثيقة «التكاذب»، ووصف تحالف الأقليات ب ـ «تحالف الشهيات»، وقد خرج مرارا عن كلمته المكتوبة.,5
114,2,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d87079cb2e4560976f41b904fd6a5b433bb1240ff273c7535d2b8301b0b4ee439b6f45a0aaac15446d40cd3dd1ea587e4455699f7288e19be2e77b4901eb9eb3de29527224b3cc3915190c89213f5161b2c0731ad0edc98212aefe01ff661dac4c_35,difficult no,2,يقول هيثم وهو متخرج حقوق - عاطل عن العمل، «كفوا عن الكذب علينا، نحن جيل مثقف، وندرك أنكم كلما قلتم «حكومة وحدة وطنية»، تكذبون، وكلما قلتم ائتلاف، تكذبون.,4
115,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d87079cb2e4560976f1ce1990bb2eda3dcb77b3858877053cc13e7729f94f33633c4d55fd2093db9ec0de2fe59fa248ede8c829a1a346ad928e8c97670c40e52a83c7051515083a696d5cc0eff67cff1e3e64a11078877ad23918eed939ea23f74_35,easy no,4,وأداء نواب الأمة لا يخرج عن السياق العام لعبثية اللوحة.,4
116,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8041a5e95e863b27e8db7d8e614524bbb2437eee73c83f074dfb4a80621c544acec83fadad57272885a40fe761e678a0e64a10bfc0653ad16677ba3d56ed154d7f4ee568f50d847a7eb5d267d17e113d672736ceb47f68ac0f0049adc063f10c9_59,easy no,4,ولن يكون هودجسون المدرب الوحيد الذي يواجه الكثير من الضغوط خلال مباريات عطلة نهاية الاسبوع لان مدرب تشلسي الايطالي كارلو انشيلوتي في وضع مماثل تماما وسيقال من منصبه بشكل شبه مؤكد في حال فشل النادي اللندني في تجاوز حاجز إيبسويتش غدا على أرض ملعب «ستامفورد بريدج»، وذلك بعد تراجع فريقه الى المركز الخامس في الدوري اثر خسارته في منتصف الاسبوع امام ولفرهامبتون (صفر  ـ 1).,4
117,0,PROTEST,e6874d82b9c4d010b8b7dac04374ea41ec080da22210428e012fd95878a061fd72b2b161787e37339b1eacf9058ecdec20f4e0a89f05fe3c2ec0a083d2ace0dfb1841cd1f23c2cefd9889838c4374504654ec522b0a0ff2a51f1c915774d72d4a43d47e5c34326d2e81240f6160296f91f5d194f870d875759bc3c10289d62bf77690dee79adbd58_3,easy no,4,"وشدد الرئيس السوري على أن "" أوروبا ومن خلال الروابط الجغرافية  والتاريخية التي تجمعها بالمنطقة قادرة على فهم القضايا العربية "" .",4
118,0,PROTEST,e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8041a5e95e863b27ea0683a23f170d6b7c64c54d33b16b11bf10018e058cdb7ddd2a201c4a90519178a6613e2294b6a6128ed4afe3abf2d3a7935a012a2b6d757620af706243c3163e51a221013a7a3cc6b38b1f39d734778e0b6f219ceb736f5_3,easy no,6,واستمر الضغط الاماراتي وابعد كو ركلة حرة خطرة لسبيت (82)، قبل ان ينوب القائم عن الحارس الاسترالي في صد كرة فارس جمعة التي سددها بعد تمريرة من ذياب عوانة (83).,6
